,failures,is_math,higher,health,Mjob,studytime,goout,reason,traveltime,activities,famsup,nursery,Total_alc,GPA
341,0,0,yes,2,health,2,4,reputation,2,yes,yes,yes,6,3.3987000000000243
342,0,0,yes,2,other,2,5,home,2,no,yes,yes,2,3.4567000000000245
343,0,0,yes,3,other,4,3,reputation,1,no,yes,yes,1,3.9566999999999948
344,0,0,yes,1,teacher,1,2,home,1,no,yes,yes,4,3.9566999999999948
345,0,0,yes,4,health,2,4,home,1,no,yes,yes,1,3.630499999999973
346,0,0,yes,5,other,1,1,home,2,no,no,yes,4,3.2752000000000288
347,0,0,yes,5,services,3,4,reputation,2,yes,yes,yes,1,1.7322999999999935
348,0,0,yes,3,other,3,3,reputation,2,no,yes,yes,1,3.7865999999999556
349,0,0,yes,5,health,4,2,reputation,1,yes,yes,no,2,3.9566999999999948
350,1,0,yes,5,at_home,3,1,course,2,yes,no,yes,1,2.6274999999999995
351,2,0,yes,5,services,1,3,course,1,yes,no,yes,1,3.630499999999973
352,0,0,yes,5,other,2,3,reputation,1,yes,no,yes,2,2.7192999999999885
353,0,0,yes,5,other,2,4,home,1,no,yes,no,2,2.7192999999999885
354,0,0,yes,1,services,2,3,course,2,yes,yes,yes,2,3.2804000000000295
355,0,0,yes,3,other,2,1,course,2,yes,no,yes,1,3.0696000000000074
356,0,0,yes,5,teacher,1,4,course,1,yes,no,yes,1,3.7865999999999556
357,0,0,yes,5,other,3,4,course,1,yes,yes,yes,1,3.7865999999999556
358,0,0,yes,1,health,1,4,course,2,no,yes,yes,4,3.2804000000000295
359,0,0,yes,5,at_home,3,4,course,1,yes,yes,no,10,3.7865999999999556
360,0,0,yes,3,at_home,2,4,course,1,no,yes,yes,1,3.0696000000000074
361,0,0,yes,1,health,2,4,course,2,yes,yes,yes,1,2.7192999999999885
362,0,0,yes,5,teacher,2,4,course,1,no,yes,yes,9,3.0696000000000074
363,0,0,yes,1,other,1,4,course,1,yes,yes,yes,1,3.0696000000000074
364,0,0,yes,5,health,1,4,course,1,yes,no,yes,2,3.7865999999999556
365,0,0,yes,5,services,2,2,course,1,no,yes,yes,2,3.7865999999999556
366,0,0,yes,5,services,2,3,home,1,no,yes,yes,1,3.0696000000000074
367,0,0,yes,2,other,2,3,home,1,yes,no,yes,4,3.0696000000000074
368,0,0,yes,5,other,1,5,reputation,1,no,yes,yes,12,2.403800000000029
369,0,0,no,5,other,3,5,course,3,yes,no,yes,12,2.7192999999999885
370,2,0,yes,4,other,2,4,course,3,no,yes,no,1,2.1876000000000246
371,0,0,yes,5,other,1,5,course,1,yes,yes,yes,8,2.6274999999999995
372,0,0,yes,3,other,2,2,course,1,no,yes,yes,1,3.3987000000000243
373,0,0,yes,3,services,3,2,course,1,yes,yes,yes,4,2.753599999999988
374,0,0,yes,5,services,3,3,course,1,no,yes,no,6,3.9566999999999948
375,0,0,yes,2,at_home,3,3,home,2,no,no,yes,6,3.475700000000025
376,0,0,yes,2,other,3,5,home,2,yes,no,yes,2,3.475700000000025
377,0,0,yes,3,other,3,3,course,1,yes,no,yes,4,3.3987000000000243
378,0,0,yes,5,other,1,5,reputation,1,yes,no,no,15,3.9566999999999948
379,0,0,yes,4,services,1,5,course,4,no,yes,yes,25,2.7192999999999885
380,0,0,yes,4,teacher,3,4,course,1,yes,yes,yes,3,3.2752000000000288
381,0,0,yes,4,teacher,3,3,course,2,no,yes,no,2,3.630499999999973
382,0,0,yes,5,at_home,1,5,course,1,yes,yes,yes,10,2.938699999999997
383,0,0,yes,5,other,4,5,course,1,yes,yes,yes,8,2.938699999999997
384,0,0,yes,5,at_home,1,4,home,1,no,yes,no,4,2.7192999999999885
385,0,0,yes,2,at_home,2,5,course,4,yes,no,yes,1,2.5397000000000025
386,0,0,yes,5,at_home,3,3,course,1,no,yes,yes,1,3.7431999999999626
387,0,0,yes,5,other,1,2,reputation,1,no,no,no,2,3.630499999999973
388,0,0,yes,4,services,2,4,home,1,yes,no,yes,1,2.8813999999999993
389,0,0,yes,2,other,2,3,home,1,yes,no,no,1,2.7192999999999885
390,0,0,yes,4,at_home,4,4,course,2,yes,no,yes,1,3.4567000000000245
391,0,0,yes,5,services,3,5,course,1,no,no,yes,3,3.2752000000000288
392,0,0,yes,2,other,2,2,home,1,no,yes,yes,6,3.3987000000000243
393,0,0,yes,1,services,4,3,home,1,no,yes,yes,1,3.475700000000025
394,0,0,yes,2,other,2,3,home,1,no,yes,yes,6,3.630499999999973
395,0,0,yes,2,teacher,2,3,home,1,yes,yes,yes,4,3.0696000000000074
396,0,0,yes,5,services,2,3,home,1,yes,no,yes,3,3.9080999999999833
397,0,0,yes,4,at_home,2,1,home,1,no,yes,yes,2,3.0696000000000074
398,0,0,yes,3,at_home,3,3,course,1,no,yes,yes,2,3.0696000000000074
399,0,0,yes,1,other,3,3,other,1,no,no,yes,6,3.7865999999999556
400,0,0,yes,4,teacher,3,2,course,1,no,no,yes,2,3.7865999999999556
401,0,0,yes,5,teacher,3,5,course,1,no,yes,yes,6,3.4567000000000245
402,0,0,yes,4,health,3,3,reputation,1,yes,yes,yes,3,3.0696000000000074
403,0,0,yes,1,services,2,4,course,2,yes,yes,yes,4,3.475700000000025
404,0,0,yes,4,services,2,5,reputation,1,yes,yes,yes,8,3.630499999999973
405,1,0,no,5,at_home,1,3,home,2,no,no,yes,12,2.753599999999988
406,1,0,yes,3,other,1,2,home,1,no,yes,yes,1,3.0696000000000074
407,2,0,yes,5,other,3,2,reputation,1,yes,no,yes,1,2.8813999999999993
408,0,0,no,3,services,2,4,reputation,1,yes,yes,no,3,2.753599999999988
409,0,0,yes,2,other,2,5,reputation,1,yes,no,yes,4,3.475700000000025
410,0,0,yes,4,services,2,4,reputation,1,yes,yes,yes,3,3.7865999999999556
411,0,0,yes,4,health,3,2,reputation,1,no,yes,yes,2,3.475700000000025
412,0,0,yes,3,teacher,2,2,course,1,yes,yes,yes,1,3.7865999999999556
413,2,0,no,4,at_home,2,3,course,2,yes,yes,yes,10,2.5397000000000025
414,0,0,yes,3,other,3,2,reputation,2,no,no,yes,3,3.4567000000000245
415,1,0,yes,5,teacher,1,5,home,1,no,yes,yes,16,2.6274999999999995
416,0,0,yes,5,other,2,4,reputation,1,no,yes,yes,2,3.9566999999999948
417,0,0,yes,2,at_home,3,4,reputation,1,no,yes,yes,2,3.7865999999999556
418,0,0,yes,4,other,1,3,reputation,1,no,no,yes,20,3.4567000000000245
419,0,0,yes,4,other,1,4,reputation,1,no,no,yes,4,2.5397000000000025
420,0,0,yes,4,services,2,4,reputation,2,no,yes,yes,3,3.7865999999999556
421,1,0,yes,5,other,1,1,reputation,2,no,no,yes,1,2.403800000000029
422,0,0,yes,1,services,2,2,home,1,yes,yes,no,2,3.0696000000000074
423,0,0,no,5,at_home,1,3,other,2,no,yes,yes,3,2.753599999999988
424,0,0,yes,5,other,2,4,course,2,yes,yes,yes,1,3.0696000000000074
425,1,0,yes,2,at_home,1,3,other,1,no,yes,yes,1,2.6274999999999995
426,0,0,yes,5,at_home,1,4,course,2,no,yes,yes,6,2.7192999999999885
427,0,0,yes,5,at_home,2,2,course,2,no,no,yes,2,3.9566999999999948
428,0,0,no,1,at_home,1,4,home,2,no,no,yes,1,2.0212000000000065
429,0,0,yes,2,at_home,2,2,home,1,no,yes,yes,3,2.753599999999988
430,0,0,yes,5,other,3,3,other,1,no,no,yes,1,2.753599999999988
431,1,0,yes,5,at_home,2,4,course,1,no,no,yes,2,2.6274999999999995
432,1,0,no,5,other,1,4,other,1,no,yes,no,4,1.7322999999999935
433,0,0,yes,5,teacher,1,1,course,2,no,no,yes,15,3.4567000000000245
434,0,0,no,1,at_home,4,1,reputation,2,yes,no,no,1,2.6274999999999995
435,0,0,yes,4,at_home,2,3,reputation,2,no,yes,yes,2,2.6274999999999995
436,1,0,yes,2,other,1,3,course,2,no,yes,yes,2,1.7322999999999935
437,0,0,yes,2,other,1,3,other,2,yes,yes,yes,2,2.960799999999995
438,0,0,yes,3,other,1,5,course,2,no,yes,yes,3,2.8813999999999993
439,0,0,yes,4,other,1,3,course,2,no,no,no,1,3.7865999999999556
440,0,0,yes,3,at_home,2,5,home,2,yes,yes,yes,20,1.7322999999999935
441,0,0,yes,5,other,2,3,home,1,no,no,no,8,2.1876000000000246
442,0,0,yes,2,health,2,4,reputation,1,yes,yes,yes,2,3.2804000000000295
443,0,0,yes,2,health,2,4,reputation,1,yes,yes,yes,2,2.1876000000000246
444,0,0,yes,5,other,2,5,other,3,no,no,no,2,2.6274999999999995
445,0,0,yes,4,other,2,5,course,4,yes,yes,yes,8,2.1876000000000246
446,0,0,yes,5,at_home,2,3,reputation,1,yes,yes,yes,1,2.8813999999999993
447,0,0,no,3,other,1,5,other,3,yes,no,yes,25,2.2827000000000277
448,0,0,yes,4,teacher,3,2,course,2,yes,no,yes,1,3.9080999999999833
449,0,0,yes,1,other,1,2,course,2,no,no,yes,1,3.0696000000000074
450,0,0,yes,1,other,2,4,course,3,no,yes,yes,2,3.7431999999999626
451,0,0,yes,5,other,2,3,course,2,no,no,yes,1,2.753599999999988
452,0,0,yes,4,other,2,5,course,3,no,yes,yes,1,2.6274999999999995
453,1,0,yes,4,other,3,2,course,1,no,yes,yes,2,2.1876000000000246
454,1,0,yes,4,other,3,2,course,1,no,yes,yes,2,2.1876000000000246
455,0,0,yes,2,at_home,2,2,home,1,no,yes,no,9,2.403800000000029
456,0,0,yes,2,at_home,2,3,course,1,no,yes,no,2,3.475700000000025
457,0,0,yes,3,at_home,1,5,reputation,1,yes,yes,yes,25,2.753599999999988
458,0,0,yes,1,other,4,2,home,4,no,yes,no,1,3.0696000000000074
459,0,0,yes,5,at_home,3,3,other,4,no,yes,yes,1,2.5397000000000025
460,0,0,yes,2,at_home,2,3,home,2,yes,yes,yes,1,2.753599999999988
461,0,0,yes,2,at_home,1,2,other,2,yes,no,yes,12,3.2804000000000295
462,0,0,yes,2,at_home,2,1,course,3,no,yes,yes,2,3.4567000000000245
463,0,0,yes,5,other,3,3,other,1,no,yes,yes,4,3.0696000000000074
464,0,0,yes,5,at_home,1,4,other,2,yes,no,yes,12,2.8813999999999993
465,1,0,yes,5,other,2,4,course,1,yes,yes,yes,6,2.1876000000000246
466,0,0,yes,4,other,1,3,home,2,no,yes,yes,3,2.6274999999999995
467,0,0,yes,2,other,2,4,course,3,yes,yes,yes,1,3.4567000000000245
468,0,0,yes,4,health,1,3,reputation,3,no,no,yes,2,3.2752000000000288
469,0,0,yes,3,other,2,1,course,1,yes,yes,yes,1,3.2752000000000288
470,0,0,yes,1,services,2,4,reputation,1,no,yes,yes,1,3.0696000000000074
471,1,0,yes,5,at_home,2,4,course,2,yes,yes,no,6,2.960799999999995
472,0,0,yes,4,other,1,2,home,3,yes,yes,yes,1,3.630499999999973
473,0,0,yes,4,at_home,1,3,course,2,yes,yes,yes,6,2.403800000000029
474,0,0,yes,3,at_home,1,4,reputation,3,yes,yes,yes,15,2.753599999999988
475,0,0,yes,4,other,3,2,course,2,yes,yes,yes,1,3.2804000000000295
476,0,0,yes,5,other,1,3,home,1,no,yes,yes,1,2.1876000000000246
477,0,0,yes,3,services,1,3,course,2,yes,yes,no,8,2.8813999999999993
478,3,0,yes,1,at_home,2,3,course,2,no,yes,yes,1,1.7322999999999935
479,0,0,no,5,other,1,3,course,1,yes,yes,yes,1,2.403800000000029
480,1,0,no,2,at_home,1,4,course,1,no,no,yes,1,2.403800000000029
481,0,0,no,3,at_home,1,3,course,3,yes,yes,yes,1,2.6274999999999995
482,0,0,no,4,at_home,1,1,course,2,no,yes,yes,3,2.403800000000029
483,0,0,no,1,other,2,5,course,3,no,yes,yes,2,2.6274999999999995
484,0,0,no,1,other,1,4,home,1,no,yes,yes,2,1.7322999999999935
485,0,0,yes,4,at_home,2,5,course,2,no,yes,yes,2,2.753599999999988
486,1,0,yes,3,other,1,3,course,1,yes,yes,no,4,2.5397000000000025
487,2,0,no,2,other,3,2,course,2,no,yes,no,1,2.1876000000000246
488,1,0,no,3,at_home,3,1,course,1,yes,no,yes,1,2.1876000000000246
489,1,0,no,4,other,1,3,home,2,yes,no,yes,12,2.2827000000000277
490,1,0,no,2,at_home,1,3,course,2,no,no,no,1,2.6274999999999995
491,1,0,yes,1,other,2,4,course,2,no,yes,yes,4,2.1876000000000246
492,0,0,yes,3,health,2,2,course,1,no,no,no,1,2.403800000000029
493,0,0,yes,5,other,1,4,course,2,yes,no,no,15,2.403800000000029
494,0,0,no,3,at_home,2,5,course,1,yes,no,yes,3,2.1876000000000246
495,0,0,no,4,other,1,4,reputation,1,yes,no,yes,1,3.3987000000000243
496,0,0,yes,4,services,1,4,home,1,yes,yes,yes,4,3.475700000000025
497,1,0,yes,5,services,4,5,course,2,yes,yes,yes,12,2.7192999999999885
498,0,0,yes,1,other,2,3,course,1,yes,yes,yes,1,3.4567000000000245
499,0,0,yes,5,services,1,5,course,1,yes,yes,yes,2,3.9080999999999833
500,1,0,no,1,other,1,5,course,1,yes,yes,yes,25,1.7322999999999935
501,0,0,yes,5,other,1,5,course,1,yes,no,yes,5,3.2804000000000295
502,1,0,yes,3,services,4,5,other,3,no,yes,yes,15,2.2827000000000277
503,0,0,yes,5,other,4,1,course,1,yes,yes,yes,1,3.475700000000025
504,0,0,yes,1,other,3,5,home,1,no,no,yes,1,3.2752000000000288
505,0,0,yes,5,at_home,1,5,reputation,2,yes,yes,no,2,2.8813999999999993
506,1,0,yes,3,at_home,2,4,other,2,yes,no,yes,8,2.6274999999999995
507,0,0,yes,3,other,3,3,course,1,no,yes,yes,1,2.753599999999988
508,1,0,yes,5,other,1,5,course,3,no,yes,no,2,2.403800000000029
509,0,0,yes,1,at_home,2,2,course,3,no,yes,yes,1,3.9566999999999948
510,0,0,yes,1,other,2,2,reputation,2,yes,yes,yes,1,3.9080999999999833
511,0,0,yes,4,other,2,5,other,2,no,no,yes,1,2.6274999999999995
512,1,0,yes,5,at_home,2,2,other,1,no,yes,yes,1,1.7322999999999935
513,0,0,yes,1,other,1,3,course,1,yes,no,yes,3,1.7322999999999935
514,0,0,yes,3,services,1,3,course,1,no,no,yes,4,1.7322999999999935
515,0,0,yes,3,other,2,5,reputation,2,no,no,yes,4,2.2827000000000277
516,0,0,yes,2,health,2,3,reputation,1,yes,no,no,6,3.7865999999999556
517,0,0,yes,2,other,1,5,reputation,2,yes,no,yes,4,3.475700000000025
518,1,0,yes,1,other,2,2,reputation,1,no,yes,yes,3,1.7322999999999935
519,0,0,yes,2,other,2,1,reputation,2,yes,no,yes,1,1.7322999999999935
520,0,0,yes,5,at_home,2,2,other,3,no,yes,yes,3,1.7322999999999935
521,0,0,yes,2,at_home,2,3,other,2,yes,yes,yes,1,2.403800000000029
522,0,0,yes,3,health,2,4,course,1,no,yes,yes,2,2.1876000000000246
523,0,0,no,5,at_home,4,5,home,1,yes,yes,yes,25,1.1637999999999862
524,0,0,yes,2,at_home,2,1,other,3,no,yes,no,1,2.1876000000000246
525,0,0,yes,5,other,3,3,home,1,no,yes,yes,2,3.7431999999999626
526,0,0,yes,5,other,1,3,other,1,no,no,yes,2,3.4567000000000245
527,0,0,yes,3,services,3,3,other,4,no,no,yes,4,2.5397000000000025
528,0,0,yes,5,at_home,1,3,other,1,no,yes,yes,2,2.2827000000000277
529,0,0,yes,5,services,1,3,other,2,no,yes,yes,2,2.8813999999999993
530,0,0,yes,3,services,1,4,home,1,yes,yes,yes,25,2.1876000000000246
531,0,0,yes,1,at_home,2,3,other,3,no,no,yes,9,2.6274999999999995
532,0,0,yes,5,health,2,2,other,2,no,no,no,4,2.1876000000000246
533,0,0,yes,3,other,2,2,other,1,no,no,yes,1,3.7431999999999626
534,0,0,yes,5,teacher,1,2,other,1,no,yes,yes,10,2.960799999999995
535,0,0,yes,5,other,2,5,course,3,yes,yes,yes,3,2.6274999999999995
536,0,0,yes,5,other,4,5,reputation,3,yes,yes,yes,6,3.4567000000000245
537,0,0,yes,5,services,1,3,course,1,yes,no,yes,2,3.0696000000000074
538,0,0,yes,5,other,3,3,course,1,no,yes,no,4,2.8813999999999993
539,0,0,yes,1,other,2,4,home,2,yes,yes,yes,4,2.5397000000000025
540,0,0,yes,1,at_home,1,3,home,2,no,no,yes,4,2.7192999999999885
541,0,0,yes,5,other,2,3,other,2,no,no,yes,1,2.7192999999999885
542,0,0,yes,5,teacher,3,5,course,2,no,yes,yes,4,2.8813999999999993
543,3,0,yes,5,health,1,3,course,3,yes,no,yes,3,2.1876000000000246
544,0,0,yes,5,other,1,2,course,2,yes,no,yes,9,2.960799999999995
545,1,0,yes,5,services,2,4,other,1,yes,yes,no,12,2.1876000000000246
546,0,0,yes,5,health,2,5,course,1,no,yes,yes,1,3.630499999999973
547,0,0,yes,2,other,1,2,other,1,no,no,yes,2,2.753599999999988
548,0,0,yes,3,at_home,2,5,other,1,yes,no,yes,2,2.753599999999988
549,0,0,yes,5,other,2,3,course,2,no,yes,no,6,3.9566999999999948
550,0,0,yes,5,other,2,2,course,2,no,yes,no,4,3.2752000000000288
551,0,0,yes,1,other,2,2,other,2,no,yes,yes,4,3.3987000000000243
552,2,0,no,4,other,2,3,other,1,yes,yes,yes,12,2.403800000000029
553,0,0,yes,5,other,1,2,home,1,no,no,yes,1,2.938699999999997
554,0,0,no,4,at_home,1,5,course,2,yes,yes,yes,4,2.7192999999999885
555,0,0,yes,3,other,3,4,home,1,no,yes,no,1,3.3987000000000243
556,0,0,yes,5,other,1,4,course,1,no,no,yes,8,2.6274999999999995
557,3,0,yes,5,other,2,4,course,2,yes,yes,no,1,2.1876000000000246
558,0,0,no,5,other,1,5,course,2,yes,no,yes,15,2.7192999999999885
559,1,0,yes,4,at_home,1,2,course,3,no,yes,yes,1,3.0696000000000074
560,0,0,yes,2,other,1,5,course,2,yes,yes,no,3,2.5397000000000025
561,0,0,yes,5,at_home,2,3,course,2,yes,yes,yes,4,2.5397000000000025
562,0,0,yes,1,other,2,3,course,1,yes,no,yes,1,3.0696000000000074
563,1,0,yes,5,other,1,1,course,1,yes,no,yes,6,1.7322999999999935
564,0,0,yes,5,services,1,5,course,2,no,no,yes,6,2.6274999999999995
565,0,0,yes,5,at_home,1,5,course,2,yes,no,yes,8,2.5397000000000025
566,1,0,no,5,services,1,3,course,2,no,yes,yes,6,2.1876000000000246
567,1,0,no,5,services,1,1,course,1,no,no,yes,4,0.4142000000000006
568,3,0,yes,3,at_home,1,1,course,2,yes,no,yes,1,2.1876000000000246
569,2,0,no,3,at_home,2,5,course,1,yes,yes,yes,3,1.7322999999999935
570,0,0,yes,4,services,1,3,course,2,yes,yes,yes,8,2.0212000000000065
571,3,0,no,5,at_home,1,3,course,2,yes,no,no,3,2.1876000000000246
572,2,0,yes,1,services,2,5,course,2,yes,yes,yes,1,1.1637999999999862
573,0,0,yes,5,other,1,2,course,1,yes,yes,yes,2,2.1876000000000246
574,1,0,no,4,other,1,3,course,2,no,yes,yes,8,2.5397000000000025
575,0,0,yes,2,services,1,4,course,1,no,yes,yes,12,2.7192999999999885
576,0,0,yes,5,other,1,5,course,2,no,yes,no,25,2.6274999999999995
577,1,0,yes,2,other,2,4,home,3,no,no,yes,9,2.6274999999999995
578,1,0,yes,3,health,2,4,course,2,no,yes,yes,6,2.2827000000000277
579,0,0,no,3,at_home,1,3,course,1,no,no,yes,6,2.403800000000029
580,1,0,yes,5,other,1,4,home,3,no,yes,yes,9,2.2827000000000277
581,2,0,yes,5,at_home,2,3,course,2,no,yes,yes,1,1.7322999999999935
582,0,0,no,5,at_home,1,4,course,1,no,yes,yes,1,1.7322999999999935
583,1,0,no,3,other,1,5,other,2,no,no,yes,1,1.7322999999999935
584,0,0,yes,5,at_home,1,3,course,2,no,yes,yes,1,2.753599999999988
585,0,0,no,3,other,3,3,course,2,no,yes,yes,4,2.0212000000000065
586,0,0,yes,5,teacher,2,5,home,1,yes,yes,yes,3,2.1876000000000246
587,1,0,yes,4,services,2,3,course,1,yes,yes,yes,2,1.7322999999999935
588,0,0,yes,5,health,1,2,course,1,no,yes,yes,1,2.2827000000000277
589,0,0,yes,3,at_home,1,1,course,1,no,no,yes,1,2.2827000000000277
590,2,0,yes,5,other,2,4,course,3,yes,no,yes,4,1.7322999999999935
591,0,0,yes,1,services,2,5,reputation,2,yes,no,no,1,3.2804000000000295
592,0,0,yes,4,services,1,3,course,2,no,yes,yes,1,3.0696000000000074
593,0,0,yes,4,at_home,2,3,reputation,2,no,no,yes,2,3.2804000000000295
594,0,0,yes,1,teacher,2,5,reputation,2,yes,no,no,2,3.9566999999999948
595,0,0,yes,5,services,1,5,reputation,1,yes,yes,yes,1,3.9566999999999948
596,0,0,yes,4,other,2,3,course,2,no,yes,yes,2,3.9566999999999948
597,1,0,yes,4,at_home,2,3,course,3,yes,no,yes,1,2.2827000000000277
598,0,0,yes,1,at_home,1,4,home,2,no,yes,no,25,2.753599999999988
599,0,0,yes,1,at_home,1,5,other,3,yes,yes,yes,1,3.2804000000000295
600,0,0,no,4,other,1,3,other,3,no,no,no,12,3.2804000000000295
601,0,0,yes,2,other,2,1,course,2,no,yes,no,1,2.1876000000000246
602,0,0,yes,3,services,3,5,course,2,no,no,yes,4,3.0696000000000074
603,0,0,yes,5,teacher,2,1,reputation,1,yes,no,yes,1,1.1637999999999862
604,1,0,no,2,at_home,2,2,course,3,no,no,yes,2,2.5397000000000025
605,1,0,no,2,at_home,1,5,other,2,no,no,yes,6,1.1637999999999862
606,0,0,yes,5,teacher,4,3,course,2,no,no,yes,3,3.9566999999999948
607,0,0,yes,2,services,2,3,reputation,2,yes,no,yes,2,2.938699999999997
608,0,0,yes,3,at_home,2,3,course,1,no,no,yes,2,2.5397000000000025
609,0,0,no,4,at_home,2,1,course,2,no,yes,yes,1,2.938699999999997
610,3,0,no,1,at_home,2,4,course,2,yes,yes,yes,4,2.1876000000000246
611,0,0,yes,4,services,3,1,home,2,no,no,yes,1,3.475700000000025
612,1,0,yes,2,services,2,5,home,2,yes,yes,no,3,2.753599999999988
613,0,0,yes,5,services,2,4,course,1,no,yes,yes,1,2.6274999999999995
614,0,0,yes,5,teacher,2,3,other,2,yes,yes,yes,2,3.0696000000000074
615,0,0,yes,5,services,2,3,reputation,2,no,no,yes,2,3.630499999999973
616,0,0,yes,3,other,1,2,home,2,no,no,no,2,3.4567000000000245
617,0,0,yes,4,at_home,3,2,course,2,no,no,yes,1,3.9566999999999948
618,0,0,yes,5,at_home,2,4,course,3,no,no,yes,4,3.7865999999999556
619,0,0,yes,3,services,2,2,other,2,no,yes,yes,3,3.2752000000000288
620,0,0,yes,1,at_home,2,4,course,1,yes,yes,yes,1,3.630499999999973
621,0,0,yes,3,other,2,2,course,2,no,no,no,2,3.2804000000000295
622,0,0,yes,3,at_home,2,4,course,2,no,yes,yes,8,2.2827000000000277
623,0,0,yes,5,teacher,3,2,other,2,no,no,yes,4,3.7865999999999556
624,1,0,yes,1,other,1,1,reputation,3,no,yes,yes,2,2.1876000000000246
625,0,0,yes,4,at_home,1,3,course,2,no,yes,yes,2,2.6274999999999995
626,0,0,yes,5,other,2,2,other,3,no,yes,no,8,1.7322999999999935
627,0,0,no,3,at_home,1,3,other,3,yes,yes,yes,6,2.5397000000000025
628,0,0,yes,3,other,3,3,home,1,yes,no,yes,1,2.8813999999999993
629,0,0,yes,1,other,1,5,course,1,yes,no,yes,3,2.1876000000000246
630,0,0,yes,1,other,3,4,reputation,2,no,no,yes,1,3.9080999999999833
631,0,0,yes,4,other,3,2,home,4,no,no,yes,2,2.8813999999999993
632,1,0,yes,3,at_home,2,3,course,2,no,yes,yes,1,2.1876000000000246
633,0,0,yes,2,teacher,2,3,course,1,yes,no,yes,12,3.4567000000000245
634,0,0,yes,1,other,2,3,home,1,no,no,yes,2,3.7865999999999556
635,0,0,yes,1,at_home,2,4,reputation,1,yes,yes,no,6,2.1876000000000246
636,0,0,yes,2,teacher,2,4,home,1,yes,no,no,4,3.9566999999999948
637,0,0,yes,5,other,1,3,other,2,yes,no,no,3,1.7322999999999935
638,0,0,yes,3,other,2,3,home,2,yes,no,yes,1,3.7431999999999626
639,1,0,yes,5,other,1,2,other,2,no,no,yes,3,1.7322999999999935
640,1,0,yes,3,other,1,3,home,2,no,no,yes,12,1.7322999999999935
641,0,0,yes,4,at_home,3,3,other,2,no,no,yes,3,3.7865999999999556
642,0,0,yes,1,teacher,2,4,other,2,no,no,yes,1,2.1876000000000246
643,0,0,yes,5,teacher,1,3,reputation,3,yes,yes,yes,4,2.1876000000000246
644,1,0,yes,5,services,3,2,course,1,yes,no,no,2,2.7192999999999885
645,0,0,yes,1,teacher,2,4,course,1,no,yes,yes,1,3.7865999999999556
646,0,0,yes,5,other,2,1,course,2,yes,no,yes,1,2.753599999999988
647,0,0,yes,2,services,1,5,course,2,no,no,no,12,2.6274999999999995
648,0,0,yes,5,services,1,1,course,3,no,no,no,12,2.753599999999988
649,0,1,yes,3,at_home,2,4,course,2,no,no,yes,1,1.1637999999999862
650,0,1,yes,3,at_home,2,3,course,1,no,yes,no,1,1.1637999999999862
651,3,1,yes,3,at_home,2,2,other,1,no,no,yes,6,2.1876000000000246
652,0,1,yes,5,health,3,2,home,1,yes,yes,yes,1,3.630499999999973
653,0,1,yes,5,other,2,2,home,1,no,yes,yes,2,2.1876000000000246
654,0,1,yes,5,services,2,2,reputation,1,yes,yes,yes,2,3.7431999999999626
655,0,1,yes,3,other,2,4,home,1,no,no,yes,1,2.960799999999995
656,0,1,yes,1,other,2,4,home,2,no,yes,yes,1,1.1637999999999862
657,0,1,yes,1,services,2,2,home,1,no,yes,yes,1,3.9566999999999948
658,0,1,yes,5,other,2,1,home,1,yes,yes,yes,1,3.630499999999973
659,0,1,yes,2,teacher,2,3,reputation,1,no,yes,yes,2,2.2827000000000277
660,0,1,yes,4,services,3,2,reputation,3,yes,yes,yes,1,2.938699999999997
661,0,1,yes,5,health,1,3,course,1,yes,yes,yes,3,3.475700000000025
662,0,1,yes,3,teacher,2,3,course,2,no,yes,yes,2,2.7192999999999885
663,0,1,yes,3,other,3,2,home,1,no,yes,yes,1,3.7865999999999556
664,0,1,yes,2,health,1,4,home,1,no,yes,yes,2,3.475700000000025
665,0,1,yes,2,services,3,3,reputation,1,yes,yes,yes,2,3.4567000000000245
666,0,1,yes,4,other,2,2,reputation,3,yes,yes,yes,1,2.403800000000029
667,3,1,yes,5,services,1,5,course,1,yes,yes,yes,8,1.1637999999999862
668,0,1,yes,5,health,1,3,home,1,yes,no,yes,3,2.403800000000029
669,0,1,yes,1,teacher,2,1,reputation,1,no,no,yes,1,3.475700000000025
670,0,1,yes,5,health,1,2,other,1,no,yes,yes,1,3.475700000000025
671,0,1,yes,5,teacher,2,1,course,1,yes,no,yes,3,3.7865999999999556
672,0,1,yes,5,other,2,4,reputation,2,yes,yes,yes,8,3.2752000000000288
673,0,1,yes,5,services,3,2,course,1,yes,yes,yes,1,2.2827000000000277
674,2,1,yes,5,services,1,2,home,1,no,yes,no,3,2.0212000000000065
675,0,1,yes,5,other,1,2,home,1,no,yes,yes,2,2.960799999999995
676,0,1,yes,1,health,1,4,other,1,no,no,yes,8,3.7865999999999556
677,0,1,yes,5,services,2,3,home,1,yes,yes,yes,1,2.8813999999999993
678,0,1,yes,5,teacher,2,5,home,1,yes,yes,yes,25,2.8813999999999993
679,0,1,yes,5,health,2,2,home,1,no,yes,no,12,2.753599999999988
680,0,1,yes,5,services,2,1,reputation,2,yes,yes,yes,1,3.9566999999999948
681,0,1,yes,5,teacher,2,2,course,1,yes,yes,yes,1,3.9080999999999833
682,0,1,yes,2,other,2,2,course,1,yes,no,no,1,2.6274999999999995
683,0,1,yes,5,other,1,3,home,1,no,yes,no,1,3.4567000000000245
